good_bid,index_bid
1987189,2192
453801,2193
2544511,2194
18841866,2195
6459000,2196
194692,2197
8171850,2198
2022,2199
8204709,2200
8516171,2201
8662025,2202
7311462,2203
19286786,2204
7624752,2205
6418492,2206
19421697,2207
7043172,2208
414481,2209
9174483,2210
18889984,2211
6364777,2212
6359597,2213
18162744,2214
1375285,2215
19393077,2216
496350,2217
8972311,2218
9464500,2219
73326,2220
8269031,2221
10338584,2222
19613602,2223
19164810,2224
2097832,2225
8568666,2226
6606790,2227
2550678,2228
1476260,2229
1267279,2230
6383603,2231
20957999,2232
20943681,2233
19172704,2234
2257273,2235
1352375,2236
22463,2237
10896067,2238
19322375,2239
4958153,2240
17200660,2241
17200665,2242
17200669,2243
16126478,2244
16126375,2245
16126569,2246
18995860,2247
2763935,2248
1942921,2249
1554111,2250
8575474,2251
13597099,2252
8736945,2253
6400487,2254
5652917,2255
2163986,2256
9415378,2257
491207,2258
2023891,2259
6199457,2260
19150285,2261
18745874,2262
1347103,2263
9825866,2264
14331217,2265
724907,2266
1260883,2267
19164831,2268
5130635,2269
21426171,2270
5330080,2271
18996581,2272
18756092,2273
6502476,2274
7554126,2275
24482970,2276
14992592,2277
20635686,2278
6374468,2279
574672,2280
20766500,2281
18625474,2282
21269174,2283
18823,2284
26303545,2285
6425289,2286
11091103,2287
7585277,2288
3160773,2289
6097035,2290
17943217,2291
19788689,2292
1480612,2293
13627611,2294
6698444,2295
909257,2296
2597051,2297
18939385,2298
18956092,2299
2124691,2300
467859,2301
14583898,2302
18917278,2303
18968865,2304
6664027,2305
868941,2306
35149634,2307
22884600,2308
1180685,2309
890344,2310
19072444,2311
19374044,2312
4383934,2313
19250331,2314
1139441,2315
4856068,2316
18858057,2317
18713077,2318
4210779,2319
8626225,2320
19418674,2321
12312387,2322
8404667,2323
11423498,2324
2278895,2325
18824161,2326
1431635,2327
965038,2328
2314273,2329
13147613,2330
6164207,2331
11196372,2332
298073,2333
7200501,2334
10810561,2335
9671934,2336
8588657,2337
1452959,2338
4546479,2339
1434248,2340
206970,2341
8843156,2342
11511976,2343
535984,2344
33509760,2345
25558669,2346
271694,2347
6330723,2348
915566,2349
242905,2350
10885720,2351
2056246,2352
2569491,2353
741732,2354
6410355,2355
18894444,2356
20329562,2357
5643224,2358
12958004,2359
1021646,2360
7154084,2361
1860433,2362
15830643,2363
372261,2364
2806447,2365
19140558,2366
8204673,2367
1728325,2368
1630424,2369
30457027,2370
1069174,2371
1912434,2372
12334118,2373
21484022,2374
1040721,2375
5547098,2376
6634291,2377
8768714,2378
953256,2379
3010030,2380
86658,2381
18715967,2382
10362491,2383
780681,2384
273524,2385
1737984,2386
18952569,2387
19165168,2388
7200246,2389
1728324,2390
372586,2391
7919357,2392
9386092,2393
6482987,2394
663898,2395
13432994,2396
25951334,2397
8280425,2398
9939075,2399
25785220,2400
873546,2401
944409,2402
18856944,2403
467111,2404
221123,2405
8100305,2406
17070419,2407
2102156,2408
22458526,2409
22458534,2410
19244259,2411
4056932,2412
2705670,2413
23095365,2414
1872263,2415
10150626,2416
19376748,2417
20417605,2418
9706948,2419
20442584,2420
2455196,2421
19081222,2422
18925375,2423
18963992,2424
6497498,2425
2922578,2426
1902913,2427
1473236,2428
6647380,2429
30509903,2430
1828109,2431
8253010,2432
1492760,2433
364390,2434
19023307,2435
7128673,2436
2816820,2437
752987,2438
31377803,2439
10449778,2440
105018,2441
5335,2442
2009610,2443
6260698,2444
6293638,2445
8337269,2446
6433443,2447
2351279,2448
19417368,2449
6937119,2450
30561588,2451
2915934,2452
3423569,2453
19094251,2454
160959,2455
8505071,2456
5257867,2457
2669259,2458
1572836,2459
9110654,2460
8324544,2461
17161183,2462
20623490,2463
455411,2464
1650374,2465
9376524,2466
6032191,2467
21535027,2468
7709263,2469
16282313,2470
19201765,2471
10285888,2472
16160,2473
18713551,2474
7364965,2475
9608142,2476
33650465,2477
6931994,2478
293629,2479
7070155,2480
33829353,2481
121178,2482
17670673,2483
349136,2484
6614654,2485
20382203,2486
2213840,2487
2533794,2488
20360225,2489
21023455,2490
18953973,2491
11056025,2492
4305955,2493
14241607,2494
18014813,2495
91980,2496
10070407,2497
18592663,2498
1645485,2499
20563944,2500
2097802,2501
11225262,2502
18891230,2503
21537960,2504
6125280,2505
1078950,2506
18947909,2507
6480877,2508
19026387,2509
6290502,2510
19245166,2511
6437900,2512
8094147,2513
9490424,2514
18894954,2515
2032826,2516
2078952,2517
1426092,2518
1603899,2519
25683464,2520
4194105,2521
13214422,2522
5982615,2523
22585055,2524
7149613,2525
17211820,2526
11162646,2527
27031588,2528
1054984,2529
18935494,2530
7225364,2531
21421828,2532
192424,2533
19041155,2534
3924361,2535
2777424,2536
8833562,2537
21045297,2538
16409550,2539
1166497,2540
1641264,2541
28090537,2542
18623094,2543
21163386,2544
8718365,2545
12807494,2546
6043813,2547
16116823,2548
3205107,2549
1615661,2550
19228877,2551
19164702,2552
413026,2553
948723,2554
6080642,2555
11541918,2556
6786016,2557
1615663,2558
12093310,2559
5300924,2560
832402,2561
9168655,2562
9472091,2563
6320684,2564
5730133,2565
17788482,2566
1327952,2567
16044801,2568
8514531,2569
1268228,2570
1400267,2571
11346080,2572
79314,2573
22506767,2574
7293534,2575
13627391,2576
296462,2577
23328894,2578
18858636,2579
19061105,2580
8132249,2581
16080465,2582
6067554,2583
3190177,2584
755641,2585
870334,2586
16129485,2587
19166671,2588
323030,2589
8366842,2590
13493084,2591
7731241,2592
557658,2593
9053886,2594
6328360,2595
36226762,2596
19414788,2597
9286985,2598
20550258,2599
10644173,2600
668995,2601
2451727,2602
1306084,2603
8342870,2604
1451580,2605
6328831,2606
9405847,2607
9559559,2608
771287,2609
13441895,2610
4833873,2611
19320855,2612
2991032,2613
29771250,2614
21222124,2615
9806653,2616
8661484,2617
6422040,2618
11164810,2619
19201589,2620
8207905,2621
31525696,2622
960630,2623
10796250,2624
9278450,2625
8188696,2626
29692766,2627
17618843,2628
19072790,2629
20456312,2630
14448979,2631
18916254,2632
3520959,2633
9813980,2634
10837267,2635
10226339,2636
18297591,2637
34699007,2638
6776904,2639
11226010,2640
29695665,2641
2287861,2642
1132719,2643
2067866,2644
30683751,2645
19039339,2646
1649025,2647
35724180,2648
25091398,2649
23437420,2650
3944736,2651
36421870,2652
27810373,2653
1223422,2654
6357635,2655
145155,2656
157806,2657
36443225,2658
22151118,2659
7686692,2660
20437079,2661
19389299,2662
18872327,2663
19018999,2664
19076337,2665
1715564,2666
9852751,2667
15401400,2668
11901069,2669
2085055,2670
9181073,2671
257441,2672
2031078,2673
28094057,2674
3418495,2675
20441625,2676
5989936,2677
524250,2678
17198305,2679
23275247,2680
4760341,2681
8573782,2682
8703859,2683
6891531,2684
6348691,2685
119042,2686
3697251,2687
1589367,2688
10059988,2689
3157588,2690
2504418,2691
2650331,2692
19382538,2693
6581746,2694
10965299,2695
18883072,2696
7226425,2697
6346213,2698
18815097,2699
19241923,2700
232152,2701
7244852,2702
3141406,2703
15111815,2704
14334273,2705
2018639,2706
144994,2707
7512070,2708
9582404,2709
25264732,2710
2455799,2711
4218781,2712
35558881,2713
19186800,2714
11241140,2715
6570305,2716
1902929,2717
9212482,2718
2351294,2719
1729015,2720
11306724,2721
13831813,2722
10209924,2723
4978929,2724
954412,2725
5976571,2726
18971632,2727
8843595,2728
18883065,2729
525145,2730
11184888,2731
6149872,2732
3121039,2733
2304875,2734
9721239,2735
7914053,2736
22054788,2737
19076813,2738
16116792,2739
19258512,2740
973524,2741
2813227,2742
18849733,2743
9828091,2744
5402661,2745
9131045,2746
13042656,2747
1980039,2748
14386840,2749
8208395,2750
2805307,2751
8871363,2752
837452,2753
5144133,2754
19167506,2755
2800366,2756
8760232,2757
12456197,2758
20297,2759
8886680,2760
26143997,2761
1838314,2762
18908177,2763
7057796,2764
4051531,2765
182086,2766
664693,2767
19100368,2768
11043832,2769
30704707,2770
19281444,2771
10260616,2772
8326131,2773
13432779,2774
19167052,2775
8662523,2776
18711345,2777
8246564,2778
25398830,2779
14293703,2780
208366,2781
10883365,2782
3217001,2783
10925138,2784
8507889,2785
611263,2786
341863,2787
19399497,2788
11973892,2789
18039640,2790
29355277,2791
1014824,2792
14330095,2793
4682573,2794
787463,2795
18680865,2796
752907,2797
7817492,2798
20450257,2799
6501605,2800
574139,2801
514575,2802
6618359,2803
2090622,2804
10290538,2805
342994,2806
25753492,2807
12065215,2808
16049795,2809
17884353,2810
2291241,2811
16049797,2812
18721889,2813
2208200,2814
13616405,2815
2241599,2816
1888427,2817
8380905,2818
4689688,2819
12900406,2820
903354,2821
132247,2822
7345792,2823
20496927,2824
11472630,2825
3609868,2826
9047676,2827
6239948,2828
1530498,2829
18951937,2830
8132548,2831
8457624,2832
8809178,2833
190008,2834
8062776,2835
18881447,2836
6868658,2837
11124667,2838
6409591,2839
8719757,2840
6100169,2841
2688840,2842
1294145,2843
1869367,2844
21109710,2845
21450668,2846
2381867,2847
757658,2848
18889986,2849
341862,2850
27447022,2851
25237933,2852
1112928,2853
29807911,2854
22787633,2855
55293,2856
12352957,2857
4661602,2858
7074269,2859
2443402,2860
18849998,2861
949705,2862
20660671,2863
6519002,2864
12927598,2865
16071125,2866
8240623,2867
963714,2868
21186901,2869
2806837,2870
576781,2871
7551321,2872
11452063,2873
23180356,2874
34738809,2875
20898804,2876
19057552,2877
4343141,2878
6600636,2879
6481201,2880
5761311,2881
19007327,2882
19389679,2883
4211052,2884
2570306,2885
1742350,2886
18752021,2887
36183720,2888
8323772,2889
1488457,2890
20507314,2891
1048976,2892
8467588,2893
6497497,2894
11718663,2895
7470037,2896
26813900,2897
7048252,2898
19429338,2899
6624689,2900
15114476,2901
30684488,2902
5606099,2903
546238,2904
11298219,2905
1257797,2906
1291596,2907
19249576,2908
14468539,2909
11627566,2910
19420961,2911
5310696,2912
18922922,2913
12413708,2914
2055493,2915
11146905,2916
13454959,2917
10410371,2918
18896368,2919
8130395,2920
6376858,2921
25934944,2922
18909975,2923
9462054,2924
10946063,2925
14613133,2926
10811493,2927
18964931,2928
872716,2929
7118365,2930
7314583,2931
19187397,2932
12777089,2933
7708365,2934
18899574,2935
9850427,2936
29756494,2937
8518094,2938
4861024,2939
12887775,2940
8148966,2941
8163068,2942
8667847,2943
11459914,2944
8613637,2945
18991455,2946
23575051,2947
7981725,2948
19052262,2949
19311078,2950
5002395,2951
8435507,2952
19187060,2953
5224732,2954
18936670,2955
19077437,2956
3781084,2957
8244398,2958
15758324,2959
3631139,2960
856232,2961
1788401,2962
21481667,2963
26777081,2964
13498055,2965
7689554,2966
1363427,2967
2910722,2968
19337,2969
2551913,2970
3924633,2971
338709,2972
1514213,2973
379319,2974
2053332,2975
1865707,2976
3206604,2977
2133706,2978
180827,2979
11360118,2980
315298,2981
3209413,2982
13432747,2983
14330846,2984
18167901,2985
1798533,2986
9485959,2987
13284171,2988
20389850,2989
1105476,2990
8375340,2991
7390400,2992
6433470,2993
543095,2994
10319646,2995
1303825,2996
8247814,2997
8550577,2998
8990043,2999
18730652,3000
14215422,3001
7200509,3002
3825383,3003
20729941,3004
1521810,3005
15068056,3006
6687723,3007
4653084,3008
3137082,3009
6088371,3010
2486999,3011
10128123,3012
9673838,3013
12763567,3014
525598,3015
19376455,3016
7743900,3017
7155176,3018
18619387,3019
18901296,3020
3123907,3021
19490439,3022
5034919,3023
1433664,3024
19064369,3025
6249442,3026
12207266,3027
185051,3028
51134,3029
6560219,3030
1140706,3031
1884776,3032
670773,3033
17319129,3034
11394066,3035
324126,3036
36374,3037
1344447,3038
4693632,3039
609599,3040
9638695,3041
344952,3042
2344476,3043
752963,3044
19115601,3045
2514331,3046
10204618,3047
885512,3048
32615012,3049
20451419,3050
18882346,3051
22891122,3052
8376281,3053
8358377,3054
433416,3055
19484736,3056
21035232,3057
1294251,3058
10290539,3059
1968505,3060
608727,3061
19052330,3062
968595,3063
1636013,3064
19388902,3065
8769136,3066
22070623,3067
16082904,3068
8877571,3069
18928776,3070
10151035,3071
2179170,3072
9393276,3073
6970597,3074
25990215,3075
19347293,3076
1186124,3077
7370198,3078
6032477,3079
4962046,3080
2100757,3081
11764379,3082
12485436,3083
20878046,3084
1531663,3085
18334508,3086
18838835,3087
18974090,3088
6561941,3089
11177182,3090
649387,3091
9906317,3092
8727428,3093
3532682,3094
6520970,3095
11483790,3096
19049069,3097
8461501,3098
19396846,3099
18886726,3100
672737,3101
1871267,3102
5709866,3103
8545921,3104
17696520,3105
20634832,3106
18932822,3107
11517458,3108
18868121,3109
18909726,3110
8483916,3111
3411376,3112
22891150,3113
2572717,3114
7573510,3115
7629866,3116
6694179,3117
20323822,3118
21798832,3119
8267911,3120
240011,3121
2763901,3122
2873312,3123
10530412,3124
3103470,3125
26042391,3126
5486473,3127
6105940,3128
608156,3129
2849559,3130
7825596,3131
6622446,3132
12211030,3133
4829088,3134
8801370,3135
8257493,3136
2166165,3137
14293917,3138
22891133,3139
18955693,3140
18369587,3141
7541725,3142
8614745,3143
8422551,3144
3444130,3145
20882429,3146
4238416,3147
6594282,3148
6522280,3149
151921,3150
12232406,3151
18756502,3152
7506791,3153
341351,3154
7333651,3155
6444899,3156
1819127,3157
8099391,3158
14332292,3159
4817812,3160
469232,3161
12220064,3162
20949977,3163
1831541,3164
8016472,3165
12148808,3166
4459099,3167
565512,3168
8891527,3169
3162442,3170
6774840,3171
10437473,3172
19062604,3173
11344494,3174
6676697,3175
6469736,3176
19164544,3177
7551402,3178
8320074,3179
19412714,3180
6660278,3181
11310094,3182
19434876,3183
17666348,3184
8232336,3185
7072943,3186
2119088,3187
3121044,3188
18947185,3189
21259632,3190
19316816,3191
804628,3192
264322,3193
2463160,3194
1180413,3195
35312213,3196
19311015,3197
18958070,3198
489065,3199
10435857,3200
32079889,3201
22386257,3202
18717531,3203
28841,3204
1025930,3205
1073260,3206
8768612,3207
18923645,3208
5869966,3209
19507988,3210
15990166,3211
6138655,3212
15701593,3213
17319081,3214
13162430,3215
5508759,3216
237143,3217
6789525,3218
7625556,3219
19695480,3220
10745370,3221
13162507,3222
858001,3223
51149,3224
3227758,3225
11977739,3226
8619711,3227
3068998,3228
2282859,3229
8301518,3230
8840053,3231
1249410,3232
2257541,3233
1210751,3234
7200484,3235
21845717,3236
20693037,3237
18900033,3238
27466134,3239
9949700,3240
12989748,3241
14328372,3242
5378625,3243
19265939,3244
6664192,3245
10213711,3246
7908640,3247
493651,3248
1692227,3249
16038259,3250
6993207,3251
11398094,3252
11384833,3253
10339117,3254
1664061,3255
19200229,3256
11869068,3257
10305988,3258
18919092,3259
22728968,3260
516224,3261
18896192,3262
5026639,3263
882945,3264
1528614,3265
6326104,3266
7550283,3267
8391641,3268
8102686,3269
25284897,3270
9768108,3271
1579135,3272
612154,3273
8240779,3274
11320582,3275
11878005,3276
14319099,3277
9066032,3278
8471064,3279
8175069,3280
6347863,3281
6571724,3282
851516,3283
553243,3284
11088862,3285
12188858,3286
24352387,3287
11269625,3288
12128082,3289
6266969,3290
4280093,3291
21327908,3292
21125768,3293
11310422,3294
11243810,3295
22891139,3296
1266134,3297
15899017,3298
20874533,3299
19096299,3300
9799026,3301
8855169,3302
4677286,3303
16066075,3304
12204937,3305
5424730,3306
7238895,3307
18760879,3308
21221596,3309
10772964,3310
1542314,3311
6593102,3312
452882,3313
11188209,3314
6479269,3315
25454933,3316
2261090,3317
18979119,3318
8537549,3319
18963922,3320
19052314,3321
535651,3322
14992904,3323
17261509,3324
915698,3325
18670760,3326
12475728,3327
2058305,3328
20701548,3329
8970132,3330
22168390,3331
8840269,3332
6271853,3333
8987929,3334
6520104,3335
8157383,3336
2315786,3337
2320732,3338
1417677,3339
8112011,3340
19254055,3341
5938452,3342
13504096,3343
23690778,3344
7860118,3345
11696785,3346
32192001,3347
10000923,3348
22707893,3349
7617938,3350
19306035,3351
20765928,3352
966416,3353
19215197,3354
1272030,3355
19277943,3356
9679461,3357
2129177,3358
19083093,3359
18742908,3360
6554940,3361
6953504,3362
22340790,3363
7580347,3364
1814793,3365
17167093,3366
19221665,3367
10518679,3368
8522454,3369
11685279,3370
19157472,3371
442905,3372
1859320,3373
21267798,3374
6495274,3375
19308103,3376
332608,3377
18900910,3378
1624149,3379
23324389,3380
6624683,3381
4465808,3382
8783858,3383
20750852,3384
11970811,3385
15701009,3386
8640986,3387
1896844,3388
6397902,3389
2511999,3390
33978353,3391
21322557,3392
19388956,3393
29897063,3394
8891751,3395
835800,3396
18619520,3397
494487,3398
11963501,3399
19250588,3400
2566504,3401
8971289,3402
1573943,3403
8586100,3404
11425820,3405
3723832,3406
12412879,3407
2299352,3408
6477402,3409
27396965,3410
1705720,3411
9960673,3412
6178216,3413
8131270,3414
29549943,3415
18895134,3416
19428171,3417
9882987,3418
6637983,3419
3385640,3420
6606568,3421
897559,3422
18901367,3423
19009626,3424
2186855,3425
13164038,3426
9491885,3427
5681814,3428
14464396,3429
19005416,3430
888134,3431
2065688,3432
24252499,3433
6346555,3434
4072340,3435
20426497,3436
2158140,3437
10557022,3438
18885621,3439
9280588,3440
18692630,3441
7160253,3442
696563,3443
11547181,3444
16557156,3445
890365,3446
19048083,3447
29101305,3448
19295280,3449
6944368,3450
23542673,3451
10556801,3452
19295022,3453
19263735,3454
12316150,3455
16417240,3456
1815009,3457
18921337,3458
13022979,3459
2188884,3460
18947859,3461
18950987,3462
29507265,3463
19112778,3464
3752935,3465
13448479,3466
4457364,3467
774802,3468
11284829,3469
6804150,3470
33266967,3471
597702,3472
33826120,3473
3784574,3474
22401378,3475
6131003,3476
11317462,3477
6286500,3478
26703613,3479
30359029,3480
255454,3481
20499326,3482
1856297,3483
31123716,3484
1604447,3485
676212,3486
5954947,3487
2257279,3488
21062331,3489
13498265,3490
25134725,3491
6477408,3492
8562977,3493
7243451,3494
10766720,3495
13833821,3496
24266512,3497
13421241,3498
1205804,3499
5375703,3500
12416918,3501
29533271,3502
1902912,3503
15079050,3504
21868645,3505
14318776,3506
6465197,3507
35879483,3508
18907853,3509
23789624,3510
11886748,3511
2305495,3512
19198960,3513
18938664,3514
10992797,3515
7041345,3516
27853664,3517
13020157,3518
11112531,3519
2504736,3520
6952280,3521
36146812,3522
1183900,3523
6474912,3524
1758983,3525
20436523,3526
10680790,3527
21267741,3528
7863215,3529
19026000,3530
16726631,3531
2308435,3532
544886,3533
6616573,3534
19168461,3535
14300140,3536
19222082,3537
2266462,3538
1327384,3539
25146561,3540
3082506,3541
30352037,3542
19849690,3543
19402728,3544
10046808,3545
4435669,3546
29509122,3547
9232937,3548
29979491,3549
6121309,3550
11965094,3551
14483206,3552
10863645,3553
6043987,3554
491407,3555
12700927,3556
702481,3557
11320566,3558
230446,3559
4340112,3560
19301800,3561
15893380,3562
1760313,3563
8389404,3564
10860080,3565
13034188,3566
1415644,3567
19512687,3568
12637744,3569
6698439,3570
16047048,3571
12963446,3572
7571280,3573
18679329,3574
886321,3575
18973366,3576
2328613,3577
2084248,3578
19470610,3579
24826360,3580
16058967,3581
43958,3582
19179026,3583
9943876,3584
8273340,3585
3160779,3586
813144,3587
7902885,3588
9940744,3589
12093786,3590
11112699,3591
19426226,3592
6632229,3593
375712,3594
12934793,3595
1800460,3596
6001430,3597
1593717,3598
12088735,3599
11252200,3600
13516045,3601
151757,3602
438147,3603
9056149,3604
19191728,3605
22366927,3606
20408661,3607
6588511,3608
5534060,3609
14293497,3610
7637339,3611
1131832,3612
7713107,3613
12917767,3614
6115240,3615
12059228,3616
3137164,3617
5947023,3618
6614438,3619
751629,3620
4309028,3621
13044584,3622
9994610,3623
21951530,3624
3877904,3625
10052304,3626
10563610,3627
9896271,3628
2467151,3629
8356546,3630
15706144,3631
19274292,3632
15704247,3633
7090582,3634
2522880,3635
1195469,3636
9745696,3637
423827,3638
5195830,3639
3318055,3640
523814,3641
2904769,3642
24874316,3643
3151496,3644
16050366,3645
3742798,3646
10723740,3647
2065388,3648
464833,3649
11567374,3650
8149231,3651
19099062,3652
10942159,3653
32057773,3654
8050407,3655
8544062,3656
8460590,3657
8279992,3658
2700389,3659
18928074,3660
8461269,3661
6509845,3662
863838,3663
25951425,3664
8151043,3665
1871338,3666
10933525,3667
9734123,3668
8310602,3669
253850,3670
12802358,3671
9487764,3672
8542888,3673
10423238,3674
2504739,3675
7350012,3676
6328761,3677
12360061,3678
47210,3679
10290976,3680
1608214,3681
7882464,3682
29434621,3683
7685428,3684
26093667,3685
2939116,3686
10445020,3687
11301142,3688
7466969,3689
19475006,3690
2753400,3691
20124059,3692
3550238,3693
11036882,3694
2279784,3695
6271556,3696
51703,3697
6280558,3698
1663353,3699
5960343,3700
7187644,3701
16157253,3702
14332555,3703
7123007,3704
18936049,3705
6352629,3706
29546035,3707
6621751,3708
8716923,3709
1902916,3710
574141,3711
476233,3712
11448870,3713
8652324,3714
8850253,3715
6328760,3716
4660296,3717
13543107,3718
3406250,3719
783175,3720
16600411,3721
16600416,3722
6257952,3723
9128271,3724
19266869,3725
3360268,3726
19150411,3727
525003,3728
1939823,3729
15101590,3730
22570424,3731
1180695,3732
8360871,3733
10086485,3734
9920114,3735
17316676,3736
243117,3737
446473,3738
7232296,3739
5339650,3740
4597840,3741
7279737,3742
7277831,3743
8754858,3744
10875385,3745
6005790,3746
14328511,3747
456675,3748
33999,3749
765306,3750
21282213,3751
19507785,3752
2240781,3753
637971,3754
10338675,3755
2902612,3756
25024961,3757
11235033,3758
20418458,3759
28183933,3760
32725021,3761
19399980,3762
19315865,3763
18985779,3764
11720169,3765
7190316,3766
15715744,3767
21386839,3768
18516522,3769
961937,3770
19290848,3771
9092689,3772
1630394,3773
12128407,3774
2690359,3775
10701501,3776
3143411,3777
17143391,3778
8580683,3779
18802586,3780
13178321,3781
17180572,3782
8749198,3783
341861,3784
22057017,3785
7000448,3786
10713658,3787
1235114,3788
341864,3789
226284,3790
6953575,3791
8227546,3792
11384136,3793
466449,3794
854259,3795
2510698,3796
2981230,3797
22630191,3798
8570387,3799
6839106,3800
19016686,3801
8645020,3802
10351945,3803
3035855,3804
11461081,3805
6640159,3806
955496,3807
8140617,3808
771490,3809
2308437,3810
11653632,3811
23306499,3812
10330117,3813
882956,3814
3102350,3815
9960522,3816
6987114,3817
15821815,3818
11263016,3819
25058845,3820
21023701,3821
7755216,3822
2466658,3823
11390638,3824
8454741,3825
20776265,3826
8140868,3827
124259,3828
28180680,3829
10252674,3830
19460719,3831
5967191,3832
865717,3833
18520650,3834
6375326,3835
12198945,3836
1156922,3837
12412445,3838
6976199,3839
25054431,3840
8454621,3841
19013350,3842
3373240,3843
11703371,3844
6392337,3845
9774744,3846
5746479,3847
9774185,3848
12215848,3849
6428186,3850
12761509,3851
13493237,3852
7267074,3853
13224755,3854
1577133,3855
1980950,3856
11069937,3857
8538760,3858
3818893,3859
12470511,3860
11406028,3861
12696038,3862
2158788,3863
10179611,3864
1693449,3865
956159,3866
26859502,3867
8705218,3868
18907145,3869
18721795,3870
18824486,3871
13564372,3872
2726792,3873
11398137,3874
19380085,3875
18891456,3876
15368946,3877
14968745,3878
868211,3879
1000962,3880
262169,3881
18995980,3882
284017,3883
247126,3884
19052840,3885
6652122,3886
6217782,3887
27859361,3888
10981612,3889
8643468,3890
11508678,3891
11522278,3892
20770180,3893
19266650,3894
2888826,3895
12257628,3896
6297196,3897
12789816,3898
10404199,3899
12061689,3900
12944301,3901
4233237,3902
10549796,3903
21236872,3904
1516223,3905
1527654,3906
5451059,3907
6404858,3908
19194987,3909
11021869,3910
11324945,3911
10843074,3912
8315154,3913
6014848,3914
19327005,3915
19254091,3916
716361,3917
24847786,3918
6573855,3919
11640394,3920
6504840,3921
28958588,3922
22075079,3923
8328006,3924
11181269,3925
6356126,3926
17911305,3927
11156916,3928
9722239,3929
18995563,3930
3468650,3931
1389906,3932
8849693,3933
7550698,3934
18898527,3935
11539788,3936
21070969,3937
7680200,3938
29129157,3939
7543444,3940
8111948,3941
13000366,3942
6351462,3943
10118066,3944
93568,3945
29386708,3946
8466228,3947
11120764,3948
1808509,3949
29780256,3950
18593101,3951
7500485,3952
4169151,3953
7362471,3954
6262916,3955
7441552,3956
8200231,3957
11928404,3958
17202735,3959
16120850,3960
5105720,3961
6298637,3962
6280548,3963
1818247,3964
7042379,3965
3055903,3966
21210146,3967
5973082,3968
4935233,3969
19258423,3970
22570578,3971
12375799,3972
13064672,3973
2644089,3974
7271743,3975
1329540,3976
19014273,3977
19080069,3978
7939797,3979
5844585,3980
22805635,3981
7461788,3982
8728638,3983
18918824,3984
10990857,3985
4702206,3986
18938568,3987
20763069,3988
35889428,3989
6425294,3990
19178431,3991
12072149,3992
6578169,3993
7567835,3994
21105513,3995
24996230,3996
703084,3997
6644953,3998
19196142,3999
10794931,4000
2840020,4001
8848359,4002
19266854,4003
31395817,4004
19005477,4005
139425,4006
20408663,4007
7102487,4008
20499296,4009
710303,4010
1855156,4011
13264323,4012
589514,4013
6303377,4014
851067,4015
21570139,4016
18955483,4017
8289607,4018
8299643,4019
6592686,4020
2059942,4021
2711108,4022
2849211,4023
21944816,4024
6930663,4025
872351,4026
19292353,4027
18107797,4028
7293254,4029
6948112,4030
2153684,4031
815295,4032
13447214,4033
16999839,4034
8710409,4035
3490739,4036
10473808,4037
6328940,4038
20256651,4039
19187140,4040
18665293,4041
10878412,4042
445700,4043
6322874,4044
12182872,4045
835508,4046
6433991,4047
358766,4048
21226414,4049
11175335,4050
8705589,4051
6539044,4052
8654006,4053
21044769,4054
35409150,4055
6989119,4056
19330186,4057
10987327,4058
646761,4059
7964173,4060
19328666,4061
13376102,4062
10564473,4063
10665750,4064
9023974,4065
213254,4066
1339655,4067
36095644,4068
2839325,4069
19086115,4070
269177,4071
19458535,4072
13574344,4073
18891942,4074
320305,4075
7765424,4076
20766859,4077
14403018,4078
3529331,4079
12239558,4080
11812331,4081
4549165,4082
19034155,4083
6794918,4084
6738795,4085
11468356,4086
6870185,4087
10348816,4088
7423885,4089
10146376,4090
7869125,4091
19102846,4092
28404227,4093
5355527,4094
23174787,4095
9963723,4096
29657753,4097
16238376,4098
10433681,4099
15835582,4100
7143129,4101
18902278,4102
12526938,4103
23705664,4104
6621211,4105
4051530,4106
11514886,4107
11680844,4108
20121682,4109
8113184,4110
9424712,4111
19167552,4112
20529192,4113
179066,4114
6240827,4115
1685719,4116
8776749,4117
21330996,4118
10227801,4119
8654874,4120
2929369,4121
4711999,4122
839727,4123
24492780,4124
8859260,4125
372413,4126
11776509,4127
19419340,4128
9121167,4129
18910999,4130
18692583,4131
30326300,4132
5844763,4133
10300385,4134
10643143,4135
10859164,4136
6093133,4137
677065,4138
6773256,4139
11331956,4140
19564876,4141
19488705,4142
3978337,4143
1481832,4144
5230844,4145
8493796,4146
15762210,4147
8493797,4148
7185033,4149
4143650,4150
8493800,4151
8535296,4152
2193839,4153
6428539,4154
28265984,4155
939768,4156
16387674,4157
7021365,4158
6600862,4159
8249973,4160
1368042,4161
22560393,4162
19399724,4163
19276323,4164
1021455,4165
11332619,4166
10102689,4167
10554794,4168
34709938,4169
18881464,4170
7552134,4171
8523153,4172
6290519,4173
6465639,4174
5628269,4175
19415145,4176
6479536,4177
12896776,4178
19052181,4179
24665686,4180
6260270,4181
6328980,4182
5969975,4183
17271941,4184
1142327,4185
389469,4186
11316372,4187
2744382,4188
5646007,4189
10171469,4190
10103545,4191
9248692,4192
19062355,4193
9112510,4194
19219723,4195
7830532,4196
18999855,4197
7574854,4198
25656756,4199
25321723,4200
20504381,4201
6449375,4202
5622735,4203
1184698,4204
716523,4205
1774096,4206
35069928,4207
517088,4208
1052081,4209
6202126,4210
1699547,4211
18712524,4212
6280596,4213
10842159,4214
8597869,4215
13616392,4216
12661886,4217
12944480,4218
12944515,4219
12944322,4220
