good_bid,index_bid
1248723,834
14458321,835
551983,836
5961556,837
2032127,838
381185,839
113249,840
573380,841
2593123,842
6601281,843
2673103,844
6802540,845
9791995,846
2366614,847
782519,848
19694516,849
1566990,850
731699,851
6862928,852
1566986,853
16435679,854
27980190,855
6350647,856
1772133,857
26995,858
10118019,859
13430622,860
2769393,861
28884715,862
576791,863
7653302,864
31503,865
333418,866
18674890,867
2187563,868
9068970,869
2529147,870
6474770,871
1057759,872
6645677,873
5740613,874
26165692,875
187518,876
177322,877
528149,878
11929538,879
332510,880
11422872,881
7082910,882
2311458,883
18719524,884
2366417,885
504061,886
9098002,887
752997,888
12103101,889
2673100,890
9946659,891
4605977,892
8626039,893
23289827,894
778965,895
17834885,896
9588562,897
7184868,898
10328939,899
3350289,900
6580562,901
25946,902
6246317,903
34058,904
135056,905
10800069,906
4535816,907
6404365,908
2366377,909
9445817,910
164531,911
18057408,912
882452,913
828299,914
6400379,915
777108,916
6264631,917
7024640,918
1248715,919
2328302,920
22823158,921
8123434,922
2578540,923
12739910,924
36402,925
14288108,926
6284126,927
6472919,928
8236943,929
4340627,930
267867,931
28095108,932
752981,933
1075386,934
959843,935
565508,936
14582519,937
128518,938
25615732,939
6350618,940
1991721,941
2450622,942
7326221,943
1772150,944
209366,945
261754,946
19138037,947
8260741,948
267910,949
10132970,950
1042075,951
850317,952
519231,953
1149956,954
21526123,955
16074106,956
7461981,957
10576675,958
3387907,959
6328870,960
18921326,961
19008911,962
10256576,963
20372486,964
7552036,965
905022,966
14327484,967
11487845,968
6528115,969
150026,970
18682791,971
9806421,972
936052,973
19273036,974
20766502,975
13131761,976
2098210,977
4476539,978
5378628,979
22113200,980
22824116,981
968762,982
2648144,983
995746,984
10534290,985
21998340,986
9005403,987
7506614,988
1833991,989
561719,990
1035331,991
247960,992
18990658,993
483446,994
10398146,995
34828653,996
1580793,997
826968,998
2167811,999
19179382,1000
23785623,1001
30719105,1002
121216,1003
2778207,1004
19228377,1005
1299466,1006
825881,1007
10482689,1008
16170884,1009
20087887,1010
7663118,1011
6508680,1012
1303933,1013
18137837,1014
1736770,1015
5656839,1016
2983752,1017
6377684,1018
8862670,1019
8158031,1020
8158032,1021
17406596,1022
6225658,1023
2232077,1024
4753877,1025
279451,1026
11904514,1027
18898921,1028
11382421,1029
1157778,1030
22742765,1031
1835441,1032
3370988,1033
791610,1034
21445212,1035
8542787,1036
1517080,1037
2444144,1038
1320874,1039
8196232,1040
516650,1041
7714037,1042
6240610,1043
1184672,1044
26080590,1045
903467,1046
6329016,1047
8569551,1048
424915,1049
3661922,1050
10112,1051
426494,1052
26238183,1053
1504063,1054
993298,1055
11206034,1056
7025594,1057
6810951,1058
3463054,1059
749017,1060
18072000,1061
22086803,1062
6888910,1063
1080597,1064
3841137,1065
22708469,1066
223633,1067
22758477,1068
264870,1069
6235352,1070
1498008,1071
19420538,1072
6352715,1073
5967933,1074
8354617,1075
6408236,1076
18824231,1077
19438473,1078
18873507,1079
8431710,1080
1892249,1081
1641223,1082
1590549,1083
31229946,1084
3600680,1085
11552714,1086
19255805,1087
8452706,1088
3607465,1089
762823,1090
2597562,1091
34082197,1092
11130169,1093
3170797,1094
11053838,1095
15945735,1096
9160097,1097
9160095,1098
208958,1099
640091,1100
2324975,1101
18769191,1102
4498631,1103
22690144,1104
12145163,1105
752856,1106
7663221,1107
6605839,1108
8144237,1109
18627281,1110
5468810,1111
787458,1112
2057446,1113
1300003,1114
4660491,1115
17342980,1116
7094745,1117
8012964,1118
2671397,1119
1468590,1120
8293085,1121
6064461,1122
25145065,1123
193856,1124
781627,1125
12384825,1126
2110433,1127
18655497,1128
5573760,1129
18881497,1130
11228633,1131
18306730,1132
8703751,1133
752923,1134
438873,1135
8051517,1136
23945916,1137
66415,1138
8694999,1139
1383791,1140
13599100,1141
14337298,1142
929774,1143
9253235,1144
722737,1145
7353961,1146
7896518,1147
3557896,1148
6718382,1149
25840016,1150
2935213,1151
19071728,1152
2426638,1153
20349729,1154
51788,1155
8573567,1156
6212965,1157
6059862,1158
4727236,1159
7477774,1160
21800823,1161
22374822,1162
766963,1163
11040692,1164
18875260,1165
1490175,1166
8044995,1167
16156339,1168
7734673,1169
6399071,1170
825750,1171
2237755,1172
3595627,1173
1521247,1174
1590,1175
6356022,1176
514689,1177
17557901,1178
28010569,1179
4712088,1180
11237857,1181
7268650,1182
6055528,1183
20950668,1184
19220651,1185
15827124,1186
1774421,1187
11121558,1188
11323204,1189
11506226,1190
1188111,1191
11212280,1192
11212281,1193
22571551,1194
4847837,1195
1367985,1196
1575988,1197
854305,1198
2460663,1199
12601206,1200
2472343,1201
35312999,1202
18983897,1203
11085879,1204
256052,1205
27725962,1206
1090838,1207
1267284,1208
5306672,1209
6328716,1210
9586456,1211
723101,1212
1030195,1213
6378489,1214
75061,1215
19207864,1216
9408195,1217
4817283,1218
1595603,1219
6093366,1220
4712064,1221
4712040,1222
12451602,1223
948728,1224
11763994,1225
23445058,1226
1339225,1227
2944814,1228
29200431,1229
13634837,1230
2168736,1231
6120099,1232
22755547,1233
18249822,1234
1877752,1235
7710533,1236
1106532,1237
24037545,1238
6608630,1239
1764595,1240
6266362,1241
1789032,1242
781507,1243
5668002,1244
17935419,1245
13448495,1246
352613,1247
635241,1248
20901903,1249
19036283,1250
2148078,1251
621181,1252
277027,1253
556967,1254
519125,1255
10455702,1256
9733839,1257
3243798,1258
34681515,1259
17825854,1260
18310936,1261
696070,1262
1628137,1263
8834587,1264
2286757,1265
2410446,1266
17942924,1267
24548849,1268
11745286,1269
2025003,1270
2911247,1271
2095156,1272
132879,1273
1128994,1274
1003404,1275
3110078,1276
14333862,1277
10501435,1278
35965125,1279
7343515,1280
7143128,1281
1681377,1282
494164,1283
3153226,1284
2989553,1285
19484458,1286
6627810,1287
20984659,1288
8528509,1289
1108883,1290
1766621,1291
6824012,1292
20403296,1293
45060,1294
8139699,1295
12767,1296
303863,1297
4834175,1298
6600340,1299
25153786,1300
9910101,1301
8860993,1302
86891,1303
7341343,1304
543163,1305
1478464,1306
2081806,1307
22026919,1308
10013151,1309
29610791,1310
28537642,1311
8680475,1312
12866181,1313
1046747,1314
1306637,1315
8124156,1316
826901,1317
1613105,1318
3983882,1319
8149610,1320
18898256,1321
8801,1322
837413,1323
23435675,1324
2043261,1325
9627811,1326
35820,1327
552002,1328
10358278,1329
95109,1330
3030579,1331
9914371,1332
25566118,1333
525152,1334
8267622,1335
6328821,1336
12961390,1337
7335928,1338
13162459,1339
17996971,1340
25129494,1341
392511,1342
6680542,1343
6515710,1344
19092646,1345
12853241,1346
8185254,1347
19225101,1348
10171407,1349
494162,1350
928183,1351
2010710,1352
10242550,1353
537074,1354
11506568,1355
19008147,1356
6365080,1357
3291502,1358
15258800,1359
8296580,1360
113315,1361
2054108,1362
10606656,1363
8393008,1364
16610,1365
3454111,1366
3620051,1367
12220608,1368
4100986,1369
1637189,1370
404023,1371
6343185,1372
1306603,1373
2081957,1374
13413616,1375
2200013,1376
12612363,1377
725658,1378
13570497,1379
774597,1380
1396269,1381
1797605,1382
16370475,1383
800146,1384
8325947,1385
152687,1386
6389626,1387
4269290,1388
19463078,1389
2815620,1390
8211801,1391
19731957,1392
13497181,1393
1642285,1394
15719537,1395
10929750,1396
12312259,1397
11398328,1398
211376,1399
6587488,1400
2712916,1401
7551176,1402
20540494,1403
2605772,1404
7074682,1405
9121066,1406
9256656,1407
7104081,1408
1741426,1409
774587,1410
8736067,1411
779511,1412
9661859,1413
9649278,1414
2194809,1415
12929591,1416
2993508,1417
3314204,1418
2263698,1419
2352329,1420
3229836,1421
8736988,1422
10389720,1423
37139,1424
26755917,1425
1807861,1426
2721924,1427
1329946,1428
7102706,1429
1249020,1430
13031997,1431
1245065,1432
1025985,1433
11355354,1434
1206329,1435
10085444,1436
19076502,1437
11872801,1438
1610018,1439
17191316,1440
595023,1441
16117760,1442
13224159,1443
391507,1444
8934681,1445
28512936,1446
11535552,1447
1293687,1448
18954518,1449
3409741,1450
17854315,1451
21148416,1452
255019,1453
1469370,1454
19165145,1455
19150407,1456
13159167,1457
27555242,1458
1683366,1459
5244426,1460
8859591,1461
12525789,1462
12396917,1463
2584410,1464
1600109,1465
27571333,1466
8173312,1467
14394923,1468
19118375,1469
6434489,1470
19222177,1471
9731834,1472
34776803,1473
7710522,1474
6470837,1475
525628,1476
6057084,1477
381614,1478
10980365,1479
22642636,1480
1961551,1481
2702902,1482
18010409,1483
2426030,1484
13011216,1485
2156190,1486
19178675,1487
7475768,1488
566723,1489
23500672,1490
917726,1491
25317409,1492
23309751,1493
205218,1494
3320955,1495
13253021,1496
758432,1497
6332793,1498
18816979,1499
18893200,1500
1984131,1501
11372539,1502
1131795,1503
7906568,1504
3066876,1505
23152428,1506
3473591,1507
2956984,1508
3066884,1509
9133996,1510
9768339,1511
25825515,1512
19068686,1513
705118,1514
1230072,1515
14486355,1516
30140997,1517
1129748,1518
2215425,1519
23288685,1520
11470556,1521
126833,1522
972006,1523
23484742,1524
877236,1525
27033597,1526
7880008,1527
11362915,1528
1931565,1529
1306231,1530
22607889,1531
11441031,1532
18942886,1533
6829264,1534
8387261,1535
19420918,1536
18872046,1537
13243615,1538
8599556,1539
9386880,1540
223634,1541
5592188,1542
2997753,1543
2035981,1544
613682,1545
21386232,1546
6753944,1547
1410532,1548
5702055,1549
255875,1550
21240746,1551
11693878,1552
18931519,1553
19444851,1554
18655574,1555
18623310,1556
7070286,1557
28653253,1558
6671831,1559
20574541,1560
251264,1561
4329250,1562
9142710,1563
8449234,1564
7607118,1565
19046115,1566
3649238,1567
340558,1568
1290149,1569
8735205,1570
318430,1571
1100581,1572
19041021,1573
1098127,1574
7860539,1575
1471581,1576
7664166,1577
6204752,1578
7780834,1579
6348764,1580
1030241,1581
18271014,1582
11523832,1583
7552400,1584
4042299,1585
8486791,1586
804498,1587
1111478,1588
14613200,1589
1024127,1590
3219752,1591
431517,1592
11882707,1593
1290068,1594
1790585,1595
1323786,1596
3219751,1597
1790586,1598
19211475,1599
12491314,1600
8046199,1601
1418907,1602
880112,1603
839433,1604
7715551,1605
50550,1606
21113159,1607
21015854,1608
11557543,1609
10034420,1610
2380554,1611
1219424,1612
318373,1613
1254407,1614
18759958,1615
6900559,1616
23562803,1617
11357215,1618
17669440,1619
16856,1620
12252082,1621
947623,1622
18957187,1623
20508111,1624
8190050,1625
4828161,1626
11086998,1627
882939,1628
23327686,1629
16159559,1630
60321,1631
13214323,1632
4597482,1633
489521,1634
969689,1635
12340776,1636
362974,1637
4949134,1638
2530061,1639
19092862,1640
459094,1641
1323787,1642
4617048,1643
2505845,1644
6318888,1645
2193219,1646
1730241,1647
13616411,1648
6069886,1649
121179,1650
2529780,1651
9957296,1652
139888,1653
80313,1654
5493599,1655
17377377,1656
19198529,1657
3207288,1658
4906433,1659
6077003,1660
18868963,1661
7184212,1662
10910291,1663
1971242,1664
20347731,1665
24077599,1666
103016,1667
869168,1668
7326904,1669
11468011,1670
752911,1671
8161238,1672
3483553,1673
19345155,1674
6400860,1675
6082228,1676
121197,1677
14328757,1678
9169817,1679
34453112,1680
8018455,1681
80311,1682
6288332,1683
11622903,1684
6341793,1685
159994,1686
10894890,1687
3137031,1688
20388489,1689
7847143,1690
701392,1691
1835983,1692
25979160,1693
10632455,1694
6324091,1695
2466656,1696
6480834,1697
6289540,1698
1209399,1699
6382704,1700
1842913,1701
6433419,1702
10443942,1703
19431202,1704
18996085,1705
21071452,1706
1672601,1707
104494,1708
11507864,1709
1155389,1710
3605270,1711
1686994,1712
7955724,1713
1577108,1714
1277245,1715
23000194,1716
19303596,1717
671375,1718
19113969,1719
19196638,1720
12987804,1721
965686,1722
1980945,1723
7689370,1724
485865,1725
485866,1726
18902186,1727
2918304,1728
5823322,1729
10017396,1730
20694188,1731
24929501,1732
18881426,1733
2524431,1734
325885,1735
5162332,1736
2974257,1737
10883257,1738
3057537,1739
28807091,1740
21461290,1741
10125113,1742
1030413,1743
752935,1744
1266838,1745
9612542,1746
2041795,1747
980387,1748
19244267,1749
19146131,1750
6246320,1751
13493502,1752
7550067,1753
12806754,1754
19413987,1755
32792759,1756
3239357,1757
19438405,1758
3217387,1759
8115516,1760
20740947,1761
1030412,1762
18164601,1763
728927,1764
21195035,1765
5551835,1766
728905,1767
712072,1768
13616410,1769
6522019,1770
19252502,1771
1766005,1772
5459222,1773
502591,1774
3595014,1775
19216963,1776
1939539,1777
7684557,1778
1176814,1779
26932939,1780
18149233,1781
20455840,1782
6455127,1783
885083,1784
1323880,1785
3979833,1786
8565972,1787
617572,1788
17570264,1789
17187967,1790
6684176,1791
18879414,1792
8976831,1793
1498891,1794
10971857,1795
11398235,1796
3098037,1797
265714,1798
18886010,1799
5758815,1800
19014608,1801
18919816,1802
8599324,1803
1228731,1804
19083210,1805
1355205,1806
4050183,1807
1742438,1808
18623293,1809
6376198,1810
982989,1811
6829448,1812
1206697,1813
19090344,1814
202690,1815
375402,1816
1848905,1817
1848904,1818
2785258,1819
7063720,1820
1513717,1821
8302980,1822
12824188,1823
2665082,1824
11423129,1825
19417219,1826
6347020,1827
20000601,1828
18907982,1829
6799183,1830
7937240,1831
6592676,1832
17788053,1833
2174456,1834
752874,1835
8223483,1836
1427357,1837
6192369,1838
4161023,1839
10396610,1840
19081225,1841
19258517,1842
17416333,1843
2713141,1844
19507524,1845
1108601,1846
19189686,1847
9480320,1848
6328774,1849
8436292,1850
395524,1851
8537348,1852
2752212,1853
1895311,1854
6410425,1855
3173112,1856
682299,1857
6740042,1858
21444988,1859
374518,1860
1939689,1861
18679243,1862
1129977,1863
7708674,1864
12180142,1865
658332,1866
1556865,1867
976351,1868
6233988,1869
1234127,1870
8547179,1871
7104074,1872
31501,1873
19430599,1874
633472,1875
2148850,1876
10845327,1877
3384600,1878
246584,1879
2555436,1880
752945,1881
20406516,1882
2567658,1883
13824309,1884
1992653,1885
1835946,1886
8312211,1887
1481415,1888
27301280,1889
25017220,1890
19306482,1891
6385003,1892
734654,1893
18915232,1894
7118366,1895
1029342,1896
2097640,1897
4308499,1898
12812077,1899
12157518,1900
11691337,1901
22796627,1902
149786,1903
18687424,1904
3016275,1905
8843627,1906
11854109,1907
4176968,1908
1047627,1909
10621724,1910
25392450,1911
9486505,1912
22881210,1913
8838506,1914
17943117,1915
13249057,1916
15826571,1917
15764941,1918
10873896,1919
807276,1920
552005,1921
6786226,1922
1623501,1923
748069,1924
10081749,1925
12234085,1926
2254497,1927
3423093,1928
4737784,1929
18300108,1930
710818,1931
7022424,1932
141202,1933
28537385,1934
693158,1935
20465768,1936
7143139,1937
19250542,1938
11698483,1939
398200,1940
19196639,1941
19343505,1942
18846286,1943
22458315,1944
972003,1945
19254730,1946
7133607,1947
124270,1948
10785012,1949
30508311,1950
1449430,1951
14328988,1952
1254089,1953
7249803,1954
890291,1955
1213297,1956
18276835,1957
9364560,1958
2366423,1959
1753075,1960
30492206,1961
6689512,1962
9372259,1963
872551,1964
7599366,1965
8287823,1966
1769508,1967
12182114,1968
11457358,1969
29810326,1970
4387077,1971
6356051,1972
6328895,1973
7267483,1974
29565743,1975
19115690,1976
1608116,1977
19219831,1978
19051842,1979
20434180,1980
10079280,1981
19466179,1982
166362,1983
2250816,1984
6361579,1985
413294,1986
18935342,1987
2263773,1988
20612564,1989
8479703,1990
9648504,1991
7663006,1992
5626718,1993
9338641,1994
17871722,1995
3518261,1996
17234382,1997
1780421,1998
19183961,1999
20643105,2000
1600026,2001
22491490,2002
341860,2003
18660814,2004
1320869,2005
22257073,2006
6927718,2007
19061106,2008
19437546,2009
14328584,2010
1320563,2011
17783770,2012
166346,2013
973571,2014
6993141,2015
10696987,2016
17328511,2017
18967126,2018
25921933,2019
11622943,2020
9676393,2021
7533573,2022
18940040,2023
18473365,2024
934436,2025
12441631,2026
32595037,2027
8716743,2028
19119723,2029
2548472,2030
8840926,2031
6761936,2032
18905862,2033
75066,2034
16114994,2035
19262421,2036
2429943,2037
8135118,2038
6515118,2039
8655780,2040
33319374,2041
15840454,2042
66413,2043
1298557,2044
31356141,2045
763076,2046
29555076,2047
7231849,2048
7358250,2049
1227489,2050
27408185,2051
21952168,2052
20412198,2053
6282563,2054
10782949,2055
14492935,2056
8208186,2057
2119820,2058
1478861,2059
28807129,2060
5267494,2061
27128391,2062
7918,2063
26753620,2064
6498105,2065
8813819,2066
1159798,2067
2001485,2068
9706928,2069
6605011,2070
20616192,2071
3864331,2072
1817348,2073
6629481,2074
10098180,2075
14607700,2076
1444740,2077
995161,2078
3333355,2079
28514768,2080
1476969,2081
30464214,2082
18940497,2083
15000926,2084
1015451,2085
8730683,2086
6494498,2087
9282840,2088
18910113,2089
18910112,2090
20649327,2091
1226460,2092
2514212,2093
29412051,2094
863623,2095
11569098,2096
12393669,2097
34816075,2098
7978734,2099
4458858,2100
3816460,2101
18896868,2102
774571,2103
16409623,2104
2912511,2105
21249233,2106
819633,2107
2824500,2108
1000548,2109
9632946,2110
18895341,2111
12429557,2112
1139114,2113
10148814,2114
448836,2115
7808255,2116
870815,2117
1731522,2118
6318909,2119
1171466,2120
26615721,2121
7890980,2122
7051904,2123
19029793,2124
10581910,2125
19279771,2126
551498,2127
19178717,2128
6091317,2129
1291925,2130
1473277,2131
19245011,2132
19084839,2133
639864,2134
7821909,2135
3612065,2136
20699369,2137
1037977,2138
13323425,2139
8595309,2140
20653648,2141
399434,2142
18295816,2143
10577086,2144
7916,2145
1970289,2146
22305490,2147
1782395,2148
856196,2149
535501,2150
20622820,2151
3517496,2152
1403563,2153
21134606,2154
20338403,2155
1493579,2156
753065,2157
8757807,2158
24928625,2159
1945765,2160
7680810,2161
2272710,2162
26710758,2163
5110508,2164
2457157,2165
18812712,2166
6531529,2167
1538424,2168
11542886,2169
19290629,2170
533415,2171
11842346,2172
19301759,2173
4699834,2174
8774169,2175
6517608,2176
19320752,2177
20734822,2178
846341,2179
10090150,2180
9605511,2181
1000855,2182
11973589,2183
3123693,2184
27687713,2185
956010,2186
13066644,2187
19094702,2188
3015241,2189
8854122,2190
76122,2191
